userId,name,email,passwordHash,age,income,creditCardLimit,financialGoals,address,phone,accountCreationDate
93f18b1f-5949-4ac0-af8b-6a52ea213a6f,Alicia Carroll,davidwilliams@example.net,i3$a7Q@jrt,25,941057.88,242078.82,Break outside decide onto road measure either they.,"03829 Angela Causeway
New Edward, KS 88713",9887450158,2020-08-14
ba6d16cc-d756-4c64-97a7-16ccf071e549,Stephanie Singleton,denise59@example.net,l5DuEldr&g,37,334446.78,69301.87,Process firm interview theory evidence enter down.,"1614 Jennifer Springs
Lake Alexfort, VI 74900",+1-622-848-8020x9180,2022-03-11
dca66158-631d-4e43-8356-f43685b6fcba,Kimberly Morales,jacobruiz@example.com,*vzJmJKp5E,56,2146278.3,229752.73,Issue first contain significant second.,"97995 Alexander Mall Apt. 666
Catherinefort, OR 39181",854.533.2038x06704,2023-12-22
d9d10380-6742-40a3-bfab-65956be76780,Regina Clark,erica50@example.net,s7RiJgBk(p,42,2248951.41,390699.37,Follow people than believe.,"53936 Andrew Ways
Robertfort, VA 72394",441.694.3463,2021-08-25
8d4be65e-3106-4c8e-9aa9-a1a7a82b1284,Matthew Blanchard,brianamendoza@example.org,R%F7Tv2geN,67,2351937.32,390553.01,Should officer act doctor behind.,"4422 Melton Shores
Kingfort, KY 14717",+1-808-623-4468x5583,2021-07-14
91616899-f0ed-414e-84f1-59942ebef6d0,Benjamin Wood,kathyjones@example.com,S)Pe%5Fekl,52,1567211.73,190265.3,Middle sure company drop person.,"639 Douglas Underpass
East Stephenfurt, AZ 81579",+1-697-662-6005,2020-01-05
843548a6-63f3-4022-8271-0671b296415c,Charles Green,warnerdaniel@example.net,LgU6E)hp&0,64,1719955.41,275340.83,Fill cover also physical.,"8122 Todd Run
Markbury, NC 67077",001-441-200-7804x2462,2022-07-12
d59114f7-9ad1-4b80-a914-28ae95815284,Courtney Liu,vholmes@example.com,5D)6S+3uqH,48,2121760.43,409020.78,Whom alone north sure fast.,"974 Joshua Road Suite 475
East Bryanstad, WY 78825",+1-330-434-5234x994,2022-12-07
ed62169b-fb43-42dd-8fc3-40106d2d6fe9,James Butler,shill@example.org,%5QcfMOn2*,39,2051774.94,379843.14,View fast case activity.,"0481 Justin Shoal
Brownberg, NE 08917",2599905378,2020-12-24
af4b6e4d-1a08-430d-ab77-2480f410db51,Richard Mckinney,zacharygomez@example.org,O(T$dgnT%3,65,2802214.42,600778.34,Organization degree network whose real local respond.,"2043 Deborah Walk Suite 458
Dennisbury, NJ 47480",333-475-3059,2023-12-10
10a14208-d970-48a5-922b-9e4cc751ff13,Rachael Fisher,david07@example.org,J)7lF6uK&p,56,2180841.22,409526.46,Through fall group crime.,"978 Patrick Greens
Simsland, AL 32940",9633556622,2020-11-06
25b4e417-63fc-4ed9-9813-71bfbbd3e83b,Patrick Bautista,omaldonado@example.org,$Z^P4RCx4Y,51,2664998.64,463930.23,Member long fast your.,"09992 Conner Dam
Torrestown, CA 34509",001-315-429-6336x51546,2020-03-31
